Q,A
성적 커트라인 어느정도 할까요.?,멈춰...
성적장학금 받으려면 유닛필요함??,어
성적표 있어요?집으로 날라갑니까?,네~~ 당연합니다
세콤 경비해제하라는데 어떻게함??,카드키로열어야함! 비밀번호 달린곳은 그 번호도 필요!!
세탁기 카드 발급하면 얼마인가요?,카드는 1000원
속 ㅈㄴ매스꺼워서 약좀 먹고싶은데,S2동에 있는걸로 알고있음
숏패딩 입으려고 했는데 12도라…,지금 날씨 죠음
수강신청 가능인원 어디서볼수있어?,한밭대 통합학사 수업관리-개설강좌관리-개설강좌조회에서 검색해가지고 인원 수 확인가능
수강신청할때 어떻게하는거에요?..,한학기 날렷다 생각하면서 신청하면됨
수달이랑 오리 살지??? 그치??,진짜? 수달이 산다구?
수술하고 당일날부터 생활 가능해?,ㄴㄴ 일주일은 집에만 있는거 추천 .. 좀 시림
수업 어디서 하는지 아시나요???,405호요
수치해석 과제 다하신분 계신가요?,킹린..
술마셔도돼..?하.. 샤프심이쓰다,마셔라
숫자 그대로 쓰는거아니죠..?ㅠ…,어 난 숫자그대로 썼는디
스위스 신청하는 분들 계신가요??,10일이던데 가게대면 3주는 더 놀고싶은데 같이 놀 사람이 없어서 미국할까 고민중
스티커 필요없고 빵을 먹고 싶어!,빵 구하면 스티커 나줭♡
스프라켓에 녹 살짝 있어도 ㄱㅊ?,wd40 ㄱㄱ 그리고 기름칠 ㄱ
승인까지 보통 며칠이나 걸리나요?,한 한 두 달 걸린 듯?!
시간자료 입력하는 창이 안나와ㅠㅠ,나도 하다가 안돼서 문제만 품 학교 실습실에서 할걸 ㅠㅠ
시력 잴 수 있는 곳 있나욤…??,안경원
시험 언제임??? 말해주는게 없네,내말이 그말이
시험공부 어떻게 하냐?? 진짜ㅠㅠ,원피스ㄱㄱ
시험문제 객관식 문제 아시나요??,나 오늘 시험봤는뎅
시험장소 그냥 수업 강의실 맞지?,그러게 ㅋㅋㅋ 나도모르겠네
시험점수에 보너스점수 포함된거야?,그런거루암
신경써서 안모으면 다 못모으나요?,멘토멘티나 비교과 한두번씩 하다보면 자연스레 쌓입니다~ 그런것도 안하면 안모여요
신발사려는데 제품 깨끗하게오나요?,ㅇㅇ 새제품
신분증 카드만 들고 가면 되나??,그냥 은행앱 깔아서 상품 가입하는게 더 이자가 쎄
신용카드 만들면 이상하게 볼까요?,신용카드 만들지 마세요 진짜 돈 관리 하나도 안되고 혜택 같은거는 직장인들처럼 돈 벌고 사용하는 금액이 많을때 이득 보는거임
신청하신붕들 다들 연락 오셨나요?,어케 신청해 ㅠ
실습가면 밥 사먹어야할수도 있엄?,실습끝나고 학교에서 100얼마 차비랑 밥값으로 주긴하는데 내가 간 곳은 밥 사줫음 각자 사먹어야되는곳도있구
실시간 폰으로 볼 수 있어????,티빙??
실험 날 빠지면 점수 많이 깎여?,출석 점수 깎이고 보고서 점수 빵점임
실험 보고서 학교 홈피에서 뽑나?,노마드칼리지 아냐?
쌀 3키로면 얼마나 먹어? 혼자서,그거 2kg정도 밥해먹으면 귀찮아서 햇반사먹음
씨디에프는  교수님 재량아님???,마자용
ㅇㅇ?안하는게 아니라 늦춰졌던건가,과바과 우리과는 9월예정임
ㅇㅈㅎ 교수님 들어본 사람 어때?,오늘 담았는데 이 교양 너무 걱정되여…
ㅇㅊㅁㅁ 교순데 4번 어케풀음??,그거 단위 이상하지않아여???? Jgk이거 단위 머임 ㅠㅠ??
아.. 내년초에 군대가야하는데..,긱사 ㄱ ㅡㄱ
아니면 에어컨 따로 청소해야하나요,낼부터 나온다던데
아니면 전체 학점으로 따지는거임?,전체 학점
아님 교재내용 30문제만 보는거임,에세인 다음
아예 시작을 못하겠는데 어케함??,몇단원함??
아직 강의 업로드 안된거 맞지??,졸업하지마~~~
아직 공지 안 띄어주신 건가요ㅠㅠ,뀨
아직 동아리 모집 하는대 있나??,그르게
아직 안알려주시는 건 뭐지??..,시험보기 싫으신 교수님?
아직 영업하는 식당 있나요...?,술집 빼고는 없을걸
아직 줌 번호 안알려주신거 맞죠?,아직 안올리신듯 하네요
아직도 봉사 6시간이상 해야주나?,그거 과마다 달라서 과사 전화하는 게 제일 확실함ㅠ 봉사시간 없어도 주는 곳 있어서
아파트 방향이야 인재동 방향이야?,남향은 맞음
안 들어가지는데 어떻게 보는거야?,메세지온거 없음?
안와도된다하셨죠? 토요일 시험이라,그허지않을까요?
알랴주세요 언니누나오빠형들 ㅠㅠ!,콘센트 없는데가 있나요? 있지않을까요?
알려주세요 맨투맨 하나로 추우려나,투웡
알바 아예 안해봤고 담배이름 모름,편의점은 금방 적응 돼
알바 하는데 많이 멀면 힘든가요?,힘든것보다 귀찮죠 더군다나마감이면버스막차못타니 지쿠터나뚜벅이로퇴근해야댐
야간학생인데 왜 주간학생되어있음?,야간이 이제없어지거든
어느정도임? 수능 등급으로 보자면,3~4
어디가 비립종 제거 더 잘해줘?!,규동 먹고싶다
어디서 봐??? 어디로 들어가??,통합학서정보시스템-등록관리
어디서 할 수 있어? 제발 알려줘,"긱사식당1층, 도서관 1층"
어디신청했어..? 나만 안오나?ㅠ,나도 하나도 안옴 머지 ㅠ
어때?? 기모맨투맨 입어도 되나?,응 입어도 돼 추워
어때??트위치보는데 재밋어보이는데,도화가 이뻐서 할만함
어떠시길래 평이 이렇게 안 좋아?,평 안 좋구나 난 그냥 과목 자체가 화딱지나던데
어떡하지...나 같은 사람 많아?,ㅇㅇ그냥 졸업하고 회사다닐생각뿐
어떤가요?  시험 많이 어렵나요?,시험 많이 안 어려워요
어떤가요? 내용 많이 어렵나요??,🧐
어떤가요? 들어보신분 있나용..?,강의평가 보세요
어떻게 하면 발급받을 수 있나요?,생활관 행정실 연락해보세요
어떻게든 듣는 방법없나 ....?,사파리로 들어가서 pc버전들으면 가능
어떻게해야 딸 수 있을까요??ㅠㅠ,홈페이지 들어가서 강의 듣는거 신청해
어케 만들고 어케 들어가는거애요?,너가 만들면 됨 ㅎㅎ
언제부터 광고가 나오기 시작했지?,?? 원래나오지않음?
언제오는지 어디서 확인가능한가요?,학교 보건소에 연락해보세요
엠티가는날 원래 전공과목 휴강임?,교수님들도 mt를 잠깐 가심
여기 종이 자기가 가져와야하나요?,ㄴㄴ ㅋㅋㅋ
여미새는 많은데 왜 남미새는없어?,20대 연애에서 여자가 훨씬 유리함
여행가자는데 친구들이 괜찮대...,수강취소하고 다시잡지 머
연구환경이랑 교수님 친절하신가요?,네 친절하십니다
오는 거 어떻게 안 거임 ?!!!,실루엣 인원수일걸
오늘 3.4.5 학년 하는날아님?,그건 4학년 정원이 없어서 그런거아님?
오늘 기계재료 수업 뭐하셨나요??,오티했어요
오늘 마이크로나노 시험봤어? 기공,화요일 같은 수업듣고있는데 이번주 시험봐요? 저번주에 시험 얘기 없었는데
오늘 밴드부는 공연 안하나요?.?,해여
오늘 시험 도대체 어디서 봐?ㅋㅋ,아마 n8동 404~406? 중에 있을듯
오늘 없나요..?.?그럴리가..?,나까지 먹고싶어짐...
오늘 타코야끼 5시이후에 오나요?,4시반 쯤이면 올걸
오늘 헌혈차 온 거 혜택 뭐뭐야?,혜자던데? 기본 헌혈 상품 원쁠원에 편의점 3500원권 하나 더 줌
오늘부터 신청가능한거아님?왜 없지,나도 없음
오티 못갓는데 머했는지 알려주실분,오늘은 출석 체크안한다고 해서 괜차나여
오티스의 상담소로 공부 해도 됨?,oitnb추천
올려주신거 하나밖에 못 보는거임?,그러게 그거밖에 안 뜸
왜 갑자기 대면으로 강력하게 밈?,근데 원래 밀었음 다른 국립대 대면한다고 뉴스 한두 번 나온것도 아니고
왜 강의 신청이 안되나요..???,뭔강읜데
왜 아직도 조회기간 아니라고 뜸?,그거 개인신상조회에서 볼 수 있음
왜 안따뜻해지냐 개춥네 진짜...,전화해서 여쭤봐바
왜 이러닝에 아무것도 안올라와있지,오늘 비대면이야?? 괜히 학교왔네
왜 학생식당은 아무것도 안뜨나요?,교직원 식당에 있는 식단이 코로나 때문에 학생식당 백반으로 나오는거야
왜이렇게 끊기지? 해결방법 있어?,인재동이야 도와줘ㅠㅠ
요가매트깔면 소음 좀 줄어드려나?,루마니안 해라
요렇게 생긴건데 보온은 안되겠지?,우왕 텀블러에 온도 표시하는거 초딩때 발명만화에 그렸었는데
요즘도 많나요? 혼밥 하려는데..,1시 넘으면 사람없음
우린 지금 캡슐안에있고꿈이라고해줘,얼른 깨어나
우수받은 애들아 몇학점 받았어??,어딘데
원래 교수님이 말하면 잘늘려줫는데,"그니까 담당자 일하기 싫어서 구라치는거 못 넣어준다고 하는거 같음 그런 교칙이 있는지도 몰랐음,,"
원래 문열리던데 이번에 닫혀있던데,그거 카드하면 들어가질텡데
원래 이렇게 잡기 빡세..? ㅠㅠ,그니까 나 정각에 눌렀는데 벌써 마감...?
월요일 9시카카오 주식박살나는소리,사야돼 이건
월요일 수업 20일에 종강인가요?,?? 월 4~5??
월요일 오전 n8 시험 몇시야 ?,일정을 좀 봐
월욜에 받은 사람있어? 뭐받았어?,카카오프렌즈 칫솔치약세트
위드코로나 하구 좀 바뀌었나..?,S3동 3층이나 S4동 4층 ㄱㄱ 거긴 24시간 개방임
"위쪽이야?? 1~2, 13~18실",나 1-12 라인인데 햇빛 들어옴
유기화학 ㅇㅂㅎ교수님F잘주시나요?,F폭격기
유적지 발견됐는데 그냥 계속 짓네,경주도 똑같아
윤석열 뽑은 뭔가 장점이 있어??,니처럼 지능이 안낮고 그지가아니라서
융합경영학과 어떤가요? 객관적으로,"경영학과, 회계학과 나눠져있던거 경영회계로 합치고 또 다시 나눴는데 경영 앞에 융합만 붙인거"
은 택배시키면 어디서 수령해요??,미래동 1층 출입문 들어가서 오른쪽 보면 택배보관함 있어용
은행동에 혼자 옷보러 잘 다녀??,나는 잘다녀
음식물 쓰레기 어디다 버리나요??,건물뒤에  음식물스레기통있어요
응용화학 꼭 들어야하는거죠...?,응용화학 정원 120이던데 꼭 들어야되나바…
이거 너무 느린거 아닌가 해서..,80좀 넘게 나오는듯
이거 수업 어때요? 뭐 알려줘요?,어떠긴 시발 개젖같지
이거 확인자는 누구 말하는거임??,담당 교수님?
이거나만답다르게나옴?절대안나오는데,나도 그거 어려워..
이걸 종합문제까지 언제푸냐 하..,나 그냥 냄... 너무 어려워
이러닝에 과제제출 어떻게 올려요?,과제 페이지 드가서 과제 제출하기버튼 있을텐데..? 잘찾아봐유
"이러다 저, 할머니가 되어버려요?","그리운 에타에서는, 그 무렵 그 모습 그대로, 할머니가 서있고-"
이런게 있었던가.. 여튼 잘쓸게요,뭐여 난 왜 안 줘
이럴라고 대학왔냐? 제발 정신차려,시잘
이번에 들와서 잘 모르겠네요ㅜㅡㅜ,자전거보관소쪽에 분리수거장있음 거기에 분리수거하세요
이번에 새로오신 분이 하실거같은데,ㄱㄴㅇ교수님?
이번엔 안보내주나? 직접 가야하나,저희 과는 학과 사무실에서 받아가라하셨어요
이번주 금요일 실강없는거 맞음??,"보강아니야,,?"
이의신청하면  거의 안하지않나??,ㅇㅇ 봄
이정도면 상당히 많이 쓴 편..?,개쪼끔썼는데 무소유함?
인강들어야돼서.. 한쪽만 꽂고있게,그럴꺼면 근로 왜 신청했어..?
인당 100만원정도 모으면 ㄱㄴ?,비행기 숙박비 빼고 하루 10잡으면 널널
일단 자리 있어서 잡긴 했는데..,아뇽 할만해요 1이니까
일리터 빽다방 말고 없나요?? ㅜ,엥 학교 앞에 빽다방도 생김??
일처리 참 그지같이도 한다 그죠?,무슨 일처리요? 성적?
입금놓쳤는데 기회 또 있어????,12월 28일 29일 오전 9시부터 오후 4ㅅ
입금명을 내이름으로만 해두면 돼?,ㄴㄴ 돈만 내면돼 명의 상관 없음
있는데 고장났던것 같은데 고쳤음?,"고친지 조금 됬음, 아까쓰고옴"
있엉?? 있다면 추천점 해주세영~,없음 저기 과수원쪽이나 동구쪽에 있는 대전면허학원이나 세종쪽 알아봐야됨
있으면 무조건 A받는 정도에요??,과제족보까지있으면 편하게 ㄱㄴ
ㅈㄴ 거슬리는데 내가 예민한건가?,헉 내가 대가리깨줄게 누구야 대려와!!
ㅈㅂㅎ교수님 빡센가요..  ?!!,헉..
자는데 드릴소리 들려서 깼네...,언제?
자취는 처음이라 알아보고 가려는데,거기 자리 없다던데??
자취방에서 혼자 머하구놀아야할까?,나랑 놀아
잘하는 곳 아시는 분 계신가요 ?,어디가아픔?
잠은 거의 친구 자취방에서 자나?,그냥 통학하는데
장바구니 담아놓은 거 살아있음??,ㅇㅇ ㄴㄴ
장학금 무조건임? 진짜 쪼끔이라도,무적권은 없지 확률이 높은거지
재학증명서 어디서 받아ㅏ? 학사?,학교홈페이지 가면 중간 즈음에 자주찾는 서비스에 인터넷증명발급 가면 돼 근데 유료라 학교 갈일 있으면 N1 대학본부 쪽에서 뽑는게 나을거야
저는 20시간 30분 근무합니다!,와........
저저번주에 결석했어서 못들었어요ㅠ,교수님한테 언제냐고 카톡 보내봐 ㅋㅋㅋㅋ나는 읽씹당함
저희 학교 테니스장 어디있나요??,쩌기
전공 하나도 신청 못했는데...ㅠ,전체학년때 노리거나 안되면 정정기간에 부탁해봐야죠
전공은 계절학기에 안 열리지..?,네 현장실습같은거빼고는 거의안열려요
전기공학과 파이썬 하면 안되나요?,하셔도 됩니다
전체때 뭐라도 주워야할 거 같은데,눈에 불을키고 찾아야져
전체학년 수강신청기간은 언제에요?,낼
전체학년 수강인원 다 0명인데..,10시에 신청하면 될걸? 나 신청할려고 대기중 ㅋㅋㅋㅋ
"전화 한통 없는데 근로진행이야,,",그럼 전화를 해봐
전화번호는있는데 문자로 해야하나?,학과홈페이지봐바
제출안하면 B맞기도 힘들겠죠?ㅠㅠ,C 준다하지 않았나?
조금만 빌려줄 수 있어? 커피살개,포맷하려는거면 그냥 윈도우 자체에서도 가능
종류가 많은데 이런거 써도 되나?,일회용마스크 이런거 아니면 될듯
주제보내라는데 뭘로 해야돼 ㅜㅜ?,나 그거 그냥 말하는 법 같은거 했는데
줌 강의 시작했나요? 안들어가지네,그거 공지사항 줌 주소 말고 학습목차 들어가셔서 화상강의 시작으로 들어오세여ㅠ
중간 11 기말 9 인데 뭐뜸 ?,엄크
중간 56 기말 31 뭐 나올까?,비쁠?
중간고사 공지 나왔나요...?ㅠㅠ,ㅂㅅㅇ교수님 강의 말하시는 거면 아직 아무것도 없네요. . .
중간고사 몇문제정도 나오셨나요??,6문제
지금 날씨에 피크닉 가기 어땡??,낮엔 뜨거운게아니라 따가움
지금 안들으면 졸업학점 못채우는데,빌빌 빌어야지 교수님한테
지금부터 수업 안나가도 상관없나?,취소할거면 안나가도됌
