Q,A
오티를 못들어스리ㅜㅜ,2학기 다 상대일걸뇨?
좋아? 안 시끄럽나?,내가 지금 계약하러간다
파파고 돌려도 될까?,난 파파고 돌려서 냈음
표절률6프로 괜찮아?,보통 5이하로 맞추긴함
학점 잘줌? 상평기준,제발 c만 나오지 마라
휴학해본 사람 있음?,ㅇㄷ 나도 궁금함 ㅋㅋ
2학기때도 또들어야함?,ㄴㄴ 진로설계 들어야지
거의 몇등이어야 받음?,학년5등안에는 들어야함
괜찮은 추어탕집있나요?,지금 밖은 너무 추어~
교양학점으로 인정 됨?,일반학점으로 들어갈걸여
궁금해서반수 많이하나?,반수하면 에타를 안하지
그냥 감성적인 느깜으로,셀카보내줄까 기겁할텐데
기사공부때문에 못봤는데,역대급 꿀잼ㅋㅋㅋㅋㅋㅋ
낼 셤보는거 오픈북임?,ㅇㅇ 근데 보나 마나래
몇개월 이내 증명서야?,그거 올해 발급해야한대
수업시간에 시험보나요?,수업시간에 공지하셨어요
시험장소 알려주셨나??,n8동 405.406호
어도비 포토샵....?,포토샵은 아닌거 같은데
어림도 없지 바로 휴학,바로 엄마 등짝 스매쉬
역사와 문화 어때..?,김명진 교수님 대박좋아
오늘 저녁 …. 어때?,별로임 고등어데리뭐시기
전송 취소 안되지???,네이버 메일끼리는 될걸
제본 보통 얼마인가요?,장 수에 따라서 달라요
혹시나해서 올려보아요.,헤카림 나가지 읺을까?
70점 채우는거 힘들어?,생산건물에서 생산하면됨
800반 사람 많나요??,방학때는 항상사람많아요
그리고 1유닛당 얼마줌?,한밭대 핵심역량 치면됨
다들 저녁밥 먹고 나감?,빈속에술먹으면빨리취한다
돈 언제 들어와....?,아직 안들어오ㅓㅆ음??
들어야 하는데 왜 없어?,이번 학기에 안 하나봄
뭐쓰시나요? 추천해주세요,하우머치 깔끔하고 좋음
시즌2가 끝이려나...?,시즌1  못 따라감..
시험 내는 강의도 있음?,ㅇㅇ근데 오픈북일때있지
안맞은사람... 이유는?,코로나 걸려서 뒤지려고
어디서 분양 받았어요?!,나 포인핸드에서 입양!
어땠어? 나만 어려웠니?,나 서술형 1도 못씀…
얼마나 클까..?심각해?,50퍼면 좀 많이 크다
여축 동아리 없죠..?ㅠ,수요가 별로 없으니까요
왜 강의실에 아무도 없어,아직도 아무도 앖나요?
왜 사이버 한밭에 안뜸?,뜨려면 노오력을 해야지
이게 무슨개같은정책이야?,평생 임상실험 하자구~
이제 강의실 난방틀어줌?,안 틀어주면 안 갈래ㅠ
졸업 때 해주고싶은데..,주문하고 걸면되지않을까
차로 2-3분 거린데..,택시가 퍽이나 와주겠다
프리스타일2 하는사람??,그거 아직 섭종 안함?
하위권일 가능성도 있음?,하위권은 아님 b+인데
학점 몇정도 나와야 해?,4.5아님 4.4아님?
그냥 한줄만 적어도 가능?,그냥 적어도 가능(?)
"다들 공부 하셨나요 ,,?",오전반인데 아직도 안함
다들 이제 바꿀일 없어요?,뭐가 필요한뎌 교필??
따로 말씀드리면 괜찮나요?,ㅇㅇ 대부분 이해해주심
밖에 소리지르는 거 뭐야?,소리지르는 너가 챔피언
설마 다 정문에 몰려있움?,퍼펙트가 제일 가까울듯
성적에 영향 많이 가나요?,시험 잘보면 영향 없음
신청서 방문 제출하셨나요?,혹시 어떻게 하셨나요?
실제 토익보다 어려워요??,해커스가 더 어렵긴하지
오늘 실험실 가야하는건가?,대면은 14일 일껄??
완화된 상대평가 맞나요??,아니요 그냥 상평이에요
이거 설마 기간 끝났나요?,? 학기 다 끝나가는데
이게 무슨냄새지....??,사람많아서 그런거아님?
있어?.. 혼자가기그래 쫌,어차피 포장인데 굳이?
전공학점에 미포함이야???,진설은 다른학점일거에요
존나 쿵쿵대네 진짜 뭐야?,탭댄스 동아리 만드나봄
중간고사 안들어가도되나요?,그럴거면 철회하지 어제
혹시 13교시는몇시인가요?,9시 20분이었나...
혼자 보러가는 사람있나요?,나 혼자 보러 갈 생각
pdf 파일로 어케 바꿔요?,듀ㅣ에 pdf로바꾸면댐
교수님이 많이 싫어하나요??,몸이 견딜 수 있나요?
디카페인 파는 고5 있어??,학교 정문 맞은편 카페
미적1 중간고사 몇일이야??,핑프임? 직접 좀 찾아
복학신청 대강 언제쯤 해요?,안내문자 확인해..!'
시험 난이도 어땟어 애들아?,난 그냥 거의 던졌는뎅
시험 어떤 식으로 내셔..?,저번에 다 서술형이였대
시험볼때마다 현타가 오냐??,성적나올때 현타쩜 ㄹㅇ
오늘 과제뭐였는지 아시나요?,오늘 수업 안 했는디요
이과: 아닌데 ㅋ문과: 왜?,아 ㅋㅋㅋ 또 왜그러냐
정확히 아는 사람은 없겠지?,그야 두고 보면 알겠지
중간고사 자료 따로 없나요?,첨부터 자료 없었어요!
4층 아무나 공부할수있는곳임?,응응 쇼파에 누워도 돼
Z값이랑 c값이 안움직여...,그거 포기하면 쉽다던디
갑자기 아아 마시고 싶은디..,편의점 아아는 별루야?
강의자료 원래 안올려주시나여?,ㄹㅇ 캡쳐따기 귀찮은데
근데 왜 인원 그대로? ㅆㅂ?,증원해준 과목도 있어요
기업에서는 뭘 더 선호할까요?,토스가 더 쉽기는 해요
꿀인가요 헬인가요 평범한가요?,tod는 꿀이지 ㅋㅋㅋ
나만 공지 못찾고 있는건감..,찾으면 5만원 줄래??
남자 1인실이면 상관없습니다!,ㅋㅋ 아무도 교환안할듯
다들 공부 잘 되시나요?빡세네,거의 포기했습니다 ㅋㅋ
다들 외우는 식으로 하셨나요?,문제은행만 암기하고 a
ㄹㅇ 옆방 있는 줄도 모르겠네,짜잔~정말로 없답니다~
미국문화의 이해 교재 필요해?,목 오후 수업이지 ?!
배터리 87짜리인데 괜찮겠지?,배터리 87이면 좀;;
시험공부 다들 많이했니...?,어려워서 머리 터질듯…
시험장소 어딘지 아는사람?ㅠㅠ,전기전자001 이라던데
어차피 F맞을것 같은데....,드랍 기간 안 지났나?
월 678 수업 비대면인가요?,그 교수님 진짜 좋으심
유기화학 대면으로 바뀐거야??,그런 말 딱히 없었는데
제발 나 4학년 막학긴데 제발,안들은거임? 재수강임?
직선거리 50km인데 될까요?,나는 직선거리 43km
ㅋㅋㅋㅋㅋ 100명씩인데 무슨,응 ~ 내일 40명이야
카카오택시 부르면 잡히긴하나?,잘 안잡히긴해 시골이라
"통합학사시스템이 안들어가져,,",오후반은 디자인관304
프린트 카페 밖에 안보여서..,현무복사 가서 물어보셈
하고 싶으면 나한테 쪽지주라!,진지하게 나가는 거야?
하늘에서 뭐터지는소리 엄청들려,갑천에서 유성온천축제함
학교에서 노트북 대여해주나요?,과사가면 크롬북 빌려줌
학교에서 조치원 뭐타고가야함?,나도 조쳔인데 신기하다
한문제만 틀려도 학점 나락갈듯,ㅇㅈ 개쉬워서 나락갈듯
혹시 끝난건 아니죠??? ㅠㅠ,동아리게시판가서 보세용
se인데 얼마에 팔아야 적당함?,저한테 파세요 제발..
각 수업마다 교재 사야할까요…?,교수님이 사라는것만 사
들어가고 나중에 내도 되나???,서류 내야지 카드키 줌
보고서 안쓰면 타격 크겠지..?,30점짜리 보고서야ㅜㅜ
새론가 무가당소주 마셔보고시픈데,몰라 알 수가 없어 ~
오늘 2시 406호 수업 맞죠?,ㅇㅂㅇ 교수님이면 맞음
요즘 자꾸 늦잠자네 ㅅㅂ 하..,+인거 0 주는 느낌?
이번학기 점수 잘 주셨니..??,절평때보다 훨 낮게나옴
이학문 교수님 내일 대면 맞음?,당신의 선택 존경합니다
지금부터 셤공하면 a이상 가능?,빡세게하면 ㄹㅇ 씹가능
축구 하는 사람 있???????,있어도 안껴줌 걱정ㄴㄴ
컴활 동아리 만들 생각 없나용?,혹시 만드시면 저도..
학교 도서관 오늘 문 여나요~?,열람실만 개방한다네요~
학교안에 문구점 같은거 없나요?,학교 근처에 문구점있어
화이자 1차가다실 3차 '오너',그에 대한 부작용은.?
걸어가니까 먼데 어떻게 왕복하니?,투모어 가격 얼마해??
과제한 사람..?h 구하는 2문제,비엔탈피는 우리의친구지
나는 쓰나요 아니면 저는 쓰나요?,그런단어 안쓰는디요..
내일 2교시 과목인데 좀 애매하네,그냥 가서 말씀 드리셈
수달이랑 오리 살지??? 그치??,진짜? 수달이 산다구?
아직 줌 번호 안알려주신거 맞죠?,아직 안올리신듯 하네요
알바 아예 안해봤고 담배이름 모름,편의점은 금방 적응 돼
어떤가요?  시험 많이 어렵나요?,시험 많이 안 어려워요
오늘 없나요..?.?그럴리가..?,나까지 먹고싶어짐...
올려주신거 하나밖에 못 보는거임?,그러게 그거밖에 안 뜸
이정도면 상당히 많이 쓴 편..?,개쪼끔썼는데 무소유함?
일단 자리 있어서 잡긴 했는데..,아뇽 할만해요 1이니까
일처리 참 그지같이도 한다 그죠?,무슨 일처리요? 성적?
자취는 처음이라 알아보고 가려는데,거기 자리 없다던데??
전체때 뭐라도 주워야할 거 같은데,눈에 불을키고 찾아야져
지난주에 전화면접만보고 연락이없네,아직 안돌린거같은데..
표지 뭐였더라?? 아는사람 있수?,나도 찾으면 쪽지줘 ㅠ
1학년 수강 학점 최대 몇점인가요?,19학점으로 알고있어요
갑자기 궁금해서 140ㅈㅂㄷㄷ출신임,수도군단 예하도 껴줌?
강의 엄청 밀려서 큰일난 사람ㅋㅋ?,강의자료 올려주심 ??
그린에너지관 근처에 자판기 있나요?,1층에 자판기 사라짐?
선거날에 휴강 해? 아니면 대면해?,빨간날인데 대면을 왜해
일욜도 열어요ㅜㅜ? 열었으면좋겠는뎅,일요일에 연다그랬어요!
일정은 어디 가면 알 수 있나요??,학교 보건소에 물어봐봐
정수기에 물 떠갖고 끓여먹기 가능?,엥 맨날 그렇게 먹는데
지금 장바구니 못 들어가보지?...,기간 지난 지가 언젠데
진로설계 2학년때 들어두 되나요…?,신청하기 빡셀텐데..?
찍어서 셤 못 보면 어캐되는 거임?,시험을 못보게 되는거임
코로나검사 했는데 어디에 제출해??,긱사에연락해봐야할거같아
학교안가지? 비대면수업도 안하지??,녹강은 그대로 올려줄걸
학점 평균 낮아서 안될까봐 걱정된다,개많이함 ㅋㅋ 본진털림
2차 보고서 꼭 조 만들어서 해야돼?,? 개인별 제출 아님?
4/18 00시 노래방 가능 한가요?,그건 사장님 맘 아냐?
88점 b+ 이의제기 A 가능할까요?,음 … 89도 어려운데
공식너무 버거워요.. 저만 그런가요?,다 외워야하는건가요??
반액 맞을려면 학점 몇이상 나와야해?,나 전학기 4.2 반액
성적만 좋으면 받음?봉사도 해야하나?,과에따라 조건이 달라여
승인되면 부스터샷같은건 안맞아도되나?,그거 언제 승인될지모름
시험 어디서 보는지 공지 올라왔나요?,사이버한밭에 올라왔어요
신청하긴했는데 어떤가 모르겠네요...,특론이 뭐지 엔시스인가
쓰면 전기요금 폭탄잉가요? 잘 몰라스,전기장판 반입 안될텐데
원래 이렇게 랜덤임??ㅜㅜ 늦엇는데ㅜ,순환버스 얘기하는거야?
자꾸 이렇게 뜨는데 어떡해야하죠..?,3열람실은 재학생 안됑
전선은 날 수도 있을텐데 전필은 ..,전필은 엥간하면 안나지
쪄죽을거 같은데 어떻게 해요 다들??,관리실에 에어컨 여쭤봐
통합학사가 맞긴한가학번 생일 쳤는데…,구글에서 쳐서 들어가봐
학교 잔디운동장에서 20~30분정도?,몇 키로 정도 뛰세요?
한 학기동안만 빌릴 수 있을까요 ㅠㅠ,걍 사서 쓰시다가 파셈
2학기 휴학 언제부터 신청 가능한가요?,학사일정에 나오자않나요
9시에 도착하면 보통 몇 시에 집 옴?,난 오후 8-10시쯤?
교수님 수업 방식 이나 과제량은 어떰?,개빡셈 걍 드랍할껄..
국립한밭으로 바꿀꺼면 바꾸는의미가있나?,국립 학화 대학 어떰?
내 주위사람들은 왜 이해를 못하는거지?,크게될사람들이 아니라서
막막하네 여러분은 자소서 어떻게 써요?,다른사람들꺼 쭉읽어봐요
아직 성적 확정 기간이 아니기는 한데.,그거 어떻게 알수있음?
알바 뽑을 때 외모 많이 보겠지...?,나 걍 평범한데 하는중
어디서 확인함? 잉글리쉬앤에 안 뜨는데,모의토익 본 사이트에서
어카지 몇 벌 사는게 베스트라 생각함?,가면 옷 공짜로줌 ㅋㅋ
우리학교에 헬스장 어디어디 있는거야 ?,체육관 미래동 식당건물
저소음 적축 사려는디 어디꺼가 좋아??,적축은 커세어 아니겠노
정품이야?혹시 뭐 사본 적 있는 사람?,삼성노트북 샀어 정품임
혹시 평균 넘으면 비플은 나오나요???,분포도에 따라 다릅니다
24일 전에는 확인 못함?? ㅈㄴ궁금한데,당연히 못하지 기다려봐
계산기 필요함ㅍ?,먼가 필요없을거같지않냐?
과제 없니...?,계절에도 웹사 하지않아?
과제할려고 하는데,gs 옆에 지오는 하더라
그때 어떻게했우?,그때부터 내가 장발장 됨
근황 아시는 분?,그니까 빨리 바껴야되는데
나 좀 도와줘..,혹시 어떻게 했어 ..?
다들 열심히하나?,재수강이니까 열심히 하징
만들면 때부자임?,무한동력이나 만들지그러삼
살았니? 죽었니?,문자는살고 미디어는 죽음
생활 어떤가요??,3층 살았었는데 괜찮았음
셤 몇분 걸림??,난 시간 다 채우고 나옴
ㅇㅅㅎ교수님입니다,6/1까지 녹강수업입니다
어떻게 되나요??,경상 정시 3등급으로 옴
오늘 휴무일인가?,사장님 잠시 똥싸러 가심
왤케 짧죠? ㅜㅜ,그니까 강제로 복학당했어
음려수 자판기..,학식건물에 편의점 있자너
이거 교바교임??,볼펜으로풀면 어케지우는데
잠? 그게 뭐죠?,죽어서 몰아자는거 ㅋㅋㅋ
추천해주세요 ㅠㅠ,업쪄용 타 동네 가야해용
동아리는 다 하던데,과 술자리 마련 '해줘'
롯데프레쉬에 파나?,퓨레는 대형마트에 팔듯?
ㅇㅅㅈ 교수님입니당,아뇨 그런 말 없으셨어요
"알려주실 천사분,,",유튜브에서 설명잘해주더라
어디에 건의해야함?,총학 익명채팅에 건의하자
오늘 동영상 맞지?,ㅇㅇㅇㅇㅇㅇ 이미올라왓오
윤은 진짜 안되겠다,게이야 re100이다..
인화동도 점호함.?,7층인데 지금 하고 있음
있으시면 쪽지점..,분반인데 드랍할수가있음?
저는 어려웠는데..,학점슬레이어! 슬레이어!
프로젝트발표 어때?,? 이거 프젝 발표있어?
필수니깐 들어야함?,네 교육과정 따라가면 됨
학교 근처에있나요?,요즘 거의 다 될거에요!
해두는게 좋아요??,그게 그거 나는 하고 쉼
계속 접수로 뜨냐 왜,난 3~4주 정도 걸렸음
과제할만한 곳 있어?,"도서관, 국제 교류원 ㄲ"
궁금해서 여쭈어봅니다,그냥 사람이면 필수입니다
다들 잘 봤나요..?,한 문제라도 맞으면 기적
다른거 말고 타이레놀,덕명중 옆에 약국 있오ㅓ
다음주에 시험보나요?,이번주에 시험 보셨나요?
뒷문 아직 잠겨있나?,열려있음. 걸로 다니는데
문 여는지 아시는분?,덕명중앞에 수선집 있어?
어학성적 필수인가요?,ㅇㅇ 지원자격이 있어ㅠㅠ
왜 안돼)?) 개빡쳐,아이패드 나 주면 안돼?
